CDTB_DOC	Sentence_ID	Directionality	Causal_Type	Exp/Imp	Arg1_Tense	Arg2_Tense
068.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
068.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
068.xml	10	Reason-Effect	Cause-Result	Implicit	Past	Past
069.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
069.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
070.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
072.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
072.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
072.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
072.xml	10	Reason-Effect	Cause-Result	Implicit	Present	Present
073.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
073.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
074.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
074.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
074.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Past
074.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
080.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Past
080.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
080.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
083.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
083.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
087.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
088.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
088.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
090.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
090.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
091.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
091.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
092.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
092.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Past
093.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
093.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
093.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
093.xml	4	Reason-Effect	Cause-Result	Implicit	Future	Future
093.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
096.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
097.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
100.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
104.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
104.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
104.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
104.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
105.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
105.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Past
107.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
107.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
107.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
107.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
107.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
108.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
109.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
111.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
111.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
112.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Present
112.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
112.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
112.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
112.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
114.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
114.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
116.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
116.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
117.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Past
117.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
117.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
118.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
119.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
120.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
120.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
121.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
122.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
122.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
124.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
127.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
128.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
129.xml	7	Reason-Effect	Cause-Result	Implicit	Present	Present
129.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
131.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
132.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
132.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
135.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
136.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
136.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Present
136.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
139.xml	7	Reason-Effect	Cause-Result	Implicit	Present	Present
139.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
139.xml	7	Reason-Effect	Cause-Result	Implicit	Past	Present
139.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
139.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
141.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
141.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
141.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
142.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Past
142.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
142.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
142.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
143.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
143.xml	5	Reason-Effect	Cause-Result	Implicit	Past	Present
143.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
146.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
146.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
147.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
147.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
147.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Past
147.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
147.xml	6	Reason-Effect	Cause-Result	Implicit	Past	Present
149.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
152.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
152.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
153.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
154.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
154.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
154.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
154.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Future
158.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
163.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
164.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
165.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
165.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
166.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
167.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Future
167.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
167.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
167.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
167.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
167.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Future
169.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
170.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
176.xml	2	Effect-Reason	Cause-Result	Implicit	Present	Present
177.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
177.xml	4	Effect-Reason	Cause-Result	Implicit	Present	Present
177.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
179.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
179.xml	4	Effect-Reason	Cause-Result	Implicit	Present	Present
180.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
182.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
183.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
184.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
184.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
184.xml	5	Reason-Effect	Cause-Result	Implicit	Past	Past
185.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Present
188.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
189.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
193.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
193.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
194.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
195.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Past
195.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
196.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
196.xml	9	Reason-Effect	Cause-Result	Implicit	Present	Present
197.xml	2	Effect-Reason	Cause-Result	Implicit	Past	Past
197.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
197.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
206.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
206.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
206.xml	7	Reason-Effect	Cause-Result	Implicit	Present	Present
206.xml	11	Reason-Effect	Cause-Result	Implicit	Present	Present
206.xml	13	Reason-Effect	Cause-Result	Implicit	Present	Present
207.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
207.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
207.xml	2	Effect-Reason	Cause-Result	Implicit	Present	Present
207.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
207.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
211.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
212.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
214.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
216.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
216.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
218.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
219.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
219.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
219.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
220.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
221.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
222.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
224.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
224.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
225.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
229.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
231.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
233.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
234.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
234.xml	3	Effect-Reason	Cause-Result	Implicit	Present	Past
236.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
237.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Present
238.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
238.xml	4	Effect-Reason	Cause-Result	Implicit	Past	Past
238.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
238.xml	10	Reason-Effect	Cause-Result	Implicit	Present	Future
238.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
238.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
238.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
239.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
240.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Past
240.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
240.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
240.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
242.xml	7	Reason-Effect	Cause-Result	Implicit	Past	Present
242.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
243.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
244.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Past
244.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Past
245.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
246.xml	2	Reason-Effect	Cause-Result	Implicit	Future	Past
246.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
247.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
249.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
249.xml	7	Effect-Reason	Cause-Result	Implicit	Present	Past
249.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
249.xml	8	Effect-Reason	Cause-Result	Implicit	Present	Present
249.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Present
250.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
250.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
251.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Past
252.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
252.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
252.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Past
252.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
252.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Past
252.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Past
252.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
252.xml	3	Effect-Reason	Cause-Result	Implicit	Present	Present
254.xml	6	Reason-Effect	Cause-Result	Implicit	Past	Present
255.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Present
257.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
258.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
258.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
259.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
264.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
267.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
267.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
270.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
275.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
279.xml	5	Reason-Effect	Cause-Result	Implicit	Past	Present
281.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Future
281.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
282.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
284.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
284.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
284.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Future
287.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
287.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
287.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
290.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
293.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Future
294.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
294.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
296.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
299.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
300.xml	2	Effect-Reason	Cause-Result	Implicit	Present	Present
302.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
307.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
307.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
308.xml	2	Effect-Reason	Cause-Result	Implicit	Present	Present
309.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
309.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Future
309.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
310.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
310.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
310.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
310.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
310.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Past
311.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
311.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Present
311.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
311.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
311.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
314.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Present
314.xml	5	Reason-Effect	Cause-Result	Implicit	Past	Past
315.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Past
320.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
324.xml	2	Effect-Reason	Cause-Result	Implicit	Past	Past
324.xml	5	Reason-Effect	Cause-Result	Implicit	Past	Past
325.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
400.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
400.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
402.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
402.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
404.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
408.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Present
408.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
408.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
413.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
415.xml	1	Effect-Reason	Cause-Result	Implicit	Future	Present
416.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Past
420.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
420.xml	1	Effect-Reason	Cause-Result	Implicit	Past	Past
420.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
422.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Future
422.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
425.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
427.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
427.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
427.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Past
432.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
432.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
432.xml	9	Reason-Effect	Cause-Result	Implicit	Present	Present
433.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
437.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
437.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
438.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
442.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
442.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
443.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
443.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
444.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
445.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
447.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
451.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
452.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
503.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
503.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
503.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
503.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
503.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
505.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
508.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
509.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
515.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
515.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
524.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
530.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
532.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
544.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
551.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
551.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Past
551.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
590.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
590.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
590.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
591.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Past
592.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
592.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
592.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
592.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
592.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Past
592.xml	5	Reason-Effect	Cause-Result	Implicit	Past	Present
592.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	10	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	12	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
593.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
593.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Past
594.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Present
594.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
594.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	7	Reason-Effect	Cause-Result	Implicit	Present	Present
594.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	7	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
595.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
596.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
596.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
596.xml	3	Effect-Reason	Cause-Result	Implicit	Present	Present
596.xml	8	Reason-Effect	Cause-Result	Implicit	Present	Present
596.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
596.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Present
600.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
602.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
603.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
608.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
608.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
612.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
617.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Future
618.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
621.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Past
621.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
622.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
622.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
623.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
626.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
626.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
627.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
627.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
628.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
628.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
628.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
628.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
630.xml	1	Reason-Effect	Cause-Result	Implicit	Past	Present
630.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
631.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Future
634.xml	2	Reason-Effect	Cause-Result	Implicit	Future	Future
635.xml	2	Reason-Effect	Cause-Result	Implicit	Past	Present
635.xml	6	Reason-Effect	Cause-Result	Implicit	Present	Present
635.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
635.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
636.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
637.xml	3	Reason-Effect	Cause-Result	Implicit	Present	Present
637.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
640.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
643.xml	2	Effect-Reason	Cause-Result	Implicit	Present	Present
644.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
644.xml	4	Reason-Effect	Cause-Result	Implicit	Present	Present
646.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
647.xml	3	Reason-Effect	Cause-Result	Implicit	Past	Present
648.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
649.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
649.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
650.xml	4	Effect-Reason	Cause-Result	Implicit	Present	Future
650.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
651.xml	4	Reason-Effect	Cause-Result	Implicit	Past	Present
653.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
653.xml	5	Reason-Effect	Cause-Result	Implicit	Present	Present
655.xml	1	Reason-Effect	Cause-Result	Implicit	Present	Present
655.xml	2	Reason-Effect	Cause-Result	Implicit	Present	Present
656.xml	1	Effect-Reason	Cause-Result	Implicit	Present	Present
